respondent_id,treatment,group,treat_market,treat_incentive,treatment_1,treatment_2,treatment_3,party_id_7pt,party_code,is_republican,age,education,bachelors_or_higher,bachelors_or_higher_missing,gender,male,occupation_field,employment_status,fulltime_or_business_owner,fulltime_or_business_owner_missing,hispanic,household_income,household_income_midpoint_imputed,household_income_prefer_not_say,race,race_white,race_black,prior_awareness,prior_awareness_missing,prior_participation,prior_participation_missing,attention_check,Flag_Dropped_Before_Post,Flag_Failed_Attention,Flag_Speeder,Flag_StraightLiner,Flag_Age_OutOfRange,Flag_Resolved_Workforce_Market,Flag_Event2_Excluded_Missing_Market,f_pre_E1,f_E1,m_E1,included_E1,dev_E1,abs_market_dist_E1,pre_included_E1,pre_dev_E1,pre_abs_market_dist_E1,market_movement_E1,f_pre_E2,f_E2,m_E2,included_E2,dev_E2,abs_market_dist_E2,pre_included_E2,pre_dev_E2,pre_abs_market_dist_E2,market_movement_E2,f_pre_E3,f_E3,m_E3,included_E3,dev_E3,abs_market_dist_E3,pre_included_E3,pre_dev_E3,pre_abs_market_dist_E3,market_movement_E3,f_pre_E4,f_E4,m_E4,included_E4,dev_E4,abs_market_dist_E4,pre_included_E4,pre_dev_E4,pre_abs_market_dist_E4,market_movement_E4,dev_mean,n_dev_events,abs_market_dist_mean,n_abs_market_dist_events,pre_dev_mean,n_pre_dev_events,pre_abs_market_dist_mean,n_pre_abs_market_dist_events,market_movement_mean,n_market_movement_events,pre_dev_mean_imputed,Flag_Control_Market_Imputed_E1,Flag_Control_Market_Imputed_E2,Flag_Control_Market_Imputed_E3,Flag_Control_Market_Imputed_E4
326,1,information_only,1,0,1,0,0,3.0,-1,0,35.0,some_college,0,0,woman,0,manufacturing,full_time,1,0,0,$70_000_$79_999,75000.0,0,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.74,0.75,0.66,1,0.08999999999999997,0.08999999999999997,1,0.07999999999999996,0.07999999999999996,-0.010000000000000009,0.02,0.08,0.495,1,-0.415,0.415,1,-0.475,0.475,0.06,0.35,0.4,0.565,1,-0.16499999999999992,0.16499999999999992,1,-0.21499999999999997,0.21499999999999997,0.050000000000000044,0.5,0.87,0.9015,1,-0.03149999999999997,0.03149999999999997,1,-0.40149999999999997,0.40149999999999997,0.37,-0.13037499999999996,4,0.17537499999999995,4,-0.25287499999999996,4,0.292875,4,0.11750000000000001,4,0,0,0,0,0
327,1,information_only,1,0,1,0,0,4.0,0,0,44.0,bachelors_degree,1,0,woman,0,other,part_time,0,0,0,$50_000_$59_999,55000.0,0,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.82,0.72,0.665,1,0.05499999999999994,0.05499999999999994,1,0.15499999999999992,0.15499999999999992,0.09999999999999998,0.31,0.4,0.495,1,-0.09499999999999997,0.09499999999999997,1,-0.185,0.185,0.09000000000000002,0.77,0.59,0.565,1,0.025000000000000022,0.025000000000000022,1,0.20500000000000007,0.20500000000000007,0.18000000000000005,0.42,0.51,0.9015,1,-0.39149999999999996,0.39149999999999996,1,-0.4815,0.4815,0.09000000000000002,-0.101625,4,0.14162499999999997,4,-0.076625,4,0.256625,4,0.11500000000000002,4,0,0,0,0,0
328,0,control,0,0,0,0,0,1.0,-1,0,59.0,bachelors_degree,1,0,woman,0,,,0,1,0,,65000.0,1,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.57,0.61,0.665,1,-0.05500000000000005,0.05500000000000005,1,-0.09500000000000008,0.09500000000000008,0.040000000000000036,0.3,0.3,0.495,1,-0.195,0.195,1,-0.195,0.195,0.0,0.21,0.46,0.565,1,-0.10499999999999993,0.10499999999999993,1,-0.355,0.355,0.25000000000000006,0.3,0.42,0.9015,1,-0.4815,0.4815,1,-0.6014999999999999,0.6014999999999999,0.11999999999999994,-0.209125,4,0.209125,4,-0.311625,4,0.311625,4,0.10250000000000001,4,0,0,0,0,0
329,3,betting_frame,1,1,0,0,1,1.0,-1,0,46.0,some_college,0,0,woman,0,other,full_time,1,0,0,$50_000_$59_999,55000.0,0,an_ethnicity_not_listed_here,0,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.5,0.66,0.665,1,-0.0050000000000000044,0.0050000000000000044,1,-0.16500000000000004,0.16500000000000004,0.16000000000000003,0.1,0.5,0.495,1,0.0050000000000000044,0.0050000000000000044,1,-0.395,0.395,0.39,0.15,0.55,0.565,1,-0.014999999999999902,0.014999999999999902,1,-0.4149999999999999,0.4149999999999999,0.4,0.7,0.9,0.9015,1,-0.0014999999999999458,0.0014999999999999458,1,-0.2015,0.2015,0.20000000000000007,-0.004124999999999962,4,0.006624999999999964,4,-0.29412499999999997,4,0.29412499999999997,4,0.28750000000000003,4,0,0,0,0,0
330,1,information_only,1,0,1,0,0,2.0,-1,0,29.0,associate_degree,0,0,woman,0,retail,part_time,0,0,0,$80_000_$89_999,85000.0,0,white,1,0,0.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.58,0.6,0.665,1,-0.06500000000000006,0.06500000000000006,1,-0.08500000000000008,0.08500000000000008,0.020000000000000018,0.28,0.3,0.495,1,-0.195,0.195,1,-0.21499999999999997,0.21499999999999997,0.019999999999999962,0.42,0.38,0.565,1,-0.18499999999999994,0.18499999999999994,1,-0.14499999999999996,0.14499999999999996,-0.03999999999999998,0.35,0.27,0.9015,1,-0.6315,0.6315,1,-0.5515,0.5515,-0.07999999999999996,-0.269125,4,0.269125,4,-0.24912499999999999,4,0.24912499999999999,4,-0.01999999999999999,4,0,0,0,0,0
331,0,control,0,0,0,0,0,4.0,0,0,51.0,bachelors_degree,1,0,man,1,,full_time,1,0,0,,65000.0,1,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.5,0.5,0.665,1,-0.16500000000000004,0.16500000000000004,1,-0.16500000000000004,0.16500000000000004,0.0,0.63,0.56,0.495,1,0.06500000000000006,0.06500000000000006,1,0.135,0.135,0.06999999999999995,0.5,0.5,0.565,1,-0.06499999999999995,0.06499999999999995,1,-0.06499999999999995,0.06499999999999995,0.0,0.39,0.34,0.9015,1,-0.5614999999999999,0.5614999999999999,1,-0.5115,0.5115,-0.04999999999999993,-0.18162499999999995,4,0.21412499999999998,4,-0.15162499999999998,4,0.219125,4,0.0050000000000000044,4,0,0,0,0,0
332,0,control,0,0,0,0,0,1.0,-1,0,30.0,bachelors_degree,1,0,woman,0,arts,full_time,1,0,0,$50_000_$59_999,55000.0,0,an_ethnicity_not_listed_here,0,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.5,0.5,0.665,1,-0.16500000000000004,0.16500000000000004,1,-0.16500000000000004,0.16500000000000004,0.0,0.1,0.1,0.495,1,-0.395,0.395,1,-0.395,0.395,0.0,0.7,0.7,0.565,1,0.135,0.135,1,0.135,0.135,0.0,0.5,0.5,0.9195,1,-0.4195,0.4195,1,-0.4195,0.4195,0.0,-0.211125,4,0.278625,4,-0.211125,4,0.278625,4,0.0,4,0,0,0,0,0
333,0,control,0,0,0,0,0,1.0,-1,0,38.0,bachelors_degree,1,0,non_binary,0,arts,part_time,0,0,0,$10_000_$19_999,15000.0,0,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.29,0.2,0.665,1,-0.465,0.465,1,-0.37500000000000006,0.37500000000000006,-0.08999999999999997,0.09,0.09,0.495,1,-0.405,0.405,1,-0.405,0.405,0.0,0.2,0.3,0.565,1,-0.26499999999999996,0.26499999999999996,1,-0.36499999999999994,0.36499999999999994,0.09999999999999998,0.16,0.3,0.9015,1,-0.6014999999999999,0.6014999999999999,1,-0.7414999999999999,0.7414999999999999,0.14,-0.434125,4,0.434125,4,-0.47162499999999996,4,0.47162499999999996,4,0.037500000000000006,4,0,0,0,0,0
334,3,betting_frame,1,1,0,0,1,1.0,-1,0,40.0,bachelors_degree,1,0,woman,0,other,business_owner,1,0,0,$10_000_$19_999,15000.0,0,white,1,0,0.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.64,0.56,0.665,1,-0.10499999999999998,0.10499999999999998,1,-0.025000000000000022,0.025000000000000022,-0.07999999999999996,0.16,0.49,0.495,1,-0.0050000000000000044,0.0050000000000000044,1,-0.33499999999999996,0.33499999999999996,0.32999999999999996,0.5,0.51,0.565,1,-0.05499999999999994,0.05499999999999994,1,-0.06499999999999995,0.06499999999999995,0.010000000000000009,0.5,0.78,0.9195,1,-0.13949999999999996,0.13949999999999996,1,-0.4195,0.4195,0.28,-0.07612499999999997,4,0.07612499999999997,4,-0.21112499999999998,4,0.21112499999999998,4,0.135,4,0,0,0,0,0
335,3,betting_frame,1,1,0,0,1,1.0,-1,0,41.0,bachelors_degree,1,0,man,1,business_management_and_administration,full_time,1,0,0,$70_000_$79_999,75000.0,0,white,1,0,0.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.5,0.45,0.665,1,-0.21500000000000002,0.21500000000000002,1,-0.16500000000000004,0.16500000000000004,-0.04999999999999999,0.4,1.0,0.495,1,0.505,0.505,1,-0.09499999999999997,0.09499999999999997,-0.41000000000000003,0.91,1.0,0.565,1,0.43500000000000005,0.43500000000000005,1,0.3450000000000001,0.3450000000000001,-0.08999999999999997,0.3,0.51,0.9015,1,-0.39149999999999996,0.39149999999999996,1,-0.6014999999999999,0.6014999999999999,0.20999999999999996,0.08337500000000003,4,0.386625,4,-0.12912499999999996,4,0.30162500000000003,4,-0.08500000000000002,4,0,0,0,0,0
336,1,information_only,1,0,1,0,0,3.0,-1,0,31.0,bachelors_degree,1,0,man,1,,,0,1,0,,65000.0,1,black_or_african_american,0,1,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.59,0.6,0.665,1,-0.06500000000000006,0.06500000000000006,1,-0.07500000000000007,0.07500000000000007,0.010000000000000009,0.24,0.52,0.495,1,0.025000000000000022,0.025000000000000022,1,-0.255,0.255,0.22999999999999998,0.06,0.31,0.565,1,-0.25499999999999995,0.25499999999999995,1,-0.5049999999999999,0.5049999999999999,0.24999999999999994,0.55,0.89,0.9015,1,-0.011499999999999955,0.011499999999999955,1,-0.3514999999999999,0.3514999999999999,0.33999999999999997,-0.07662499999999998,4,0.089125,4,-0.29662499999999997,4,0.29662499999999997,4,0.20749999999999996,4,0,0,0,0,0
337,0,control,0,0,0,0,0,3.0,-1,0,71.0,bachelors_degree,1,0,woman,0,retired,retired,0,0,0,$20_000_$29_999,25000.0,0,white,1,0,0.0,1,0.0,0,64.0,0,0,0,0,0,0,0,0.9,0.86,0.665,1,0.19499999999999995,0.19499999999999995,1,0.235,0.235,0.040000000000000036,0.45,0.44,0.495,1,-0.05499999999999999,0.05499999999999999,1,-0.044999999999999984,0.044999999999999984,-0.010000000000000009,0.33,0.34,0.565,1,-0.22499999999999992,0.22499999999999992,1,-0.23499999999999993,0.23499999999999993,0.010000000000000009,0.44,0.45,0.9015,1,-0.45149999999999996,0.45149999999999996,1,-0.46149999999999997,0.46149999999999997,0.010000000000000009,-0.134125,4,0.23162499999999997,4,-0.126625,4,0.24412499999999998,4,0.012500000000000011,4,0,0,0,0,0
338,2,accuracy_incentive,1,1,0,1,0,3.0,-1,0,49.0,some_college,0,0,woman,0,other,unemployed,0,0,0,$20_000_$29_999,25000.0,0,white,1,0,0.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.5,0.64,0.665,1,-0.025000000000000022,0.025000000000000022,1,-0.16500000000000004,0.16500000000000004,0.14,0.7,0.5,0.495,1,0.0050000000000000044,0.0050000000000000044,1,0.20499999999999996,0.20499999999999996,0.19999999999999996,0.32,0.5,0.565,1,-0.06499999999999995,0.06499999999999995,1,-0.24499999999999994,0.24499999999999994,0.18,0.35,0.57,0.9195,1,-0.34950000000000003,0.34950000000000003,1,-0.5695,0.5695,0.21999999999999997,-0.108625,4,0.111125,4,-0.193625,4,0.29612499999999997,4,0.185,4,0,0,0,0,0
339,1,information_only,1,0,1,0,0,1.0,-1,0,47.0,bachelors_degree,1,0,woman,0,,,0,1,1,,65000.0,1,white,1,0,0.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.15,0.3,0.665,1,-0.36500000000000005,0.36500000000000005,1,-0.515,0.515,0.14999999999999997,0.6,0.61,0.495,1,0.11499999999999999,0.11499999999999999,1,0.10499999999999998,0.10499999999999998,-0.010000000000000009,0.8,0.67,0.565,1,0.1050000000000001,0.1050000000000001,1,0.2350000000000001,0.2350000000000001,0.13,0.8,0.95,0.9195,1,0.03049999999999997,0.03049999999999997,1,-0.11949999999999994,0.11949999999999994,0.08899999999999997,-0.028624999999999998,4,0.15387500000000004,4,-0.07362499999999997,4,0.243625,4,0.08974999999999998,4,0,0,0,0,0
340,3,betting_frame,1,1,0,0,1,1.0,-1,0,48.0,bachelors_degree,1,0,woman,0,legal,full_time,1,0,0,$100_000_$124_999,112500.0,0,white,1,0,0.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.5,0.6,0.665,1,-0.06500000000000006,0.06500000000000006,1,-0.16500000000000004,0.16500000000000004,0.09999999999999998,0.2,0.4,0.495,1,-0.09499999999999997,0.09499999999999997,1,-0.295,0.295,0.2,0.8,0.7,0.565,1,0.135,0.135,1,0.2350000000000001,0.2350000000000001,0.10000000000000009,0.8,0.95,0.9195,1,0.03049999999999997,0.03049999999999997,1,-0.11949999999999994,0.11949999999999994,0.08899999999999997,0.0013749999999999873,4,0.081375,4,-0.08612499999999997,4,0.203625,4,0.12225000000000001,4,0,0,0,0,0
341,0,control,0,0,0,0,0,2.0,-1,0,44.0,masters_degree,1,0,woman,0,government_and_public_administration,full_time,1,0,0,$90_000_$99_999,95000.0,0,black_or_african_american,0,1,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.51,0.51,0.665,1,-0.15500000000000003,0.15500000000000003,1,-0.15500000000000003,0.15500000000000003,0.0,0.3,0.3,0.495,1,-0.195,0.195,1,-0.195,0.195,0.0,0.2,0.03,0.565,1,-0.5349999999999999,0.5349999999999999,1,-0.36499999999999994,0.36499999999999994,-0.16999999999999998,0.03,0.1,0.9195,1,-0.8195,0.8195,1,-0.8895,0.8895,0.06999999999999995,-0.426125,4,0.426125,4,-0.40112499999999995,4,0.40112499999999995,4,-0.02500000000000001,4,0,0,0,0,0
342,1,information_only,1,0,1,0,0,2.0,-1,0,38.0,bachelors_degree,1,0,man,1,legal,full_time,1,0,0,$100_000_$124_999,112500.0,0,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.7,0.6,0.665,1,-0.06500000000000006,0.06500000000000006,1,0.03499999999999992,0.03499999999999992,-0.030000000000000138,0.35,0.4,0.495,1,-0.09499999999999997,0.09499999999999997,1,-0.14500000000000002,0.14500000000000002,0.050000000000000044,0.55,0.55,0.565,1,-0.014999999999999902,0.014999999999999902,1,-0.014999999999999902,0.014999999999999902,0.0,0.6,0.75,0.9195,1,-0.16949999999999998,0.16949999999999998,1,-0.3195,0.3195,0.15000000000000002,-0.08612499999999998,4,0.08612499999999998,4,-0.111125,4,0.12862499999999996,4,0.04249999999999998,4,0,0,0,0,0
344,3,betting_frame,1,1,0,0,1,4.0,0,0,43.0,some_college,0,0,woman,0,government_and_public_administration,full_time,1,0,1,prefer_not_to_say,65000.0,1,black_or_african_american,0,1,0.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.5,0.5,0.665,1,-0.16500000000000004,0.16500000000000004,1,-0.16500000000000004,0.16500000000000004,0.0,0.8,0.75,0.495,1,0.255,0.255,1,0.30500000000000005,0.30500000000000005,0.050000000000000044,0.75,0.79,0.565,1,0.2250000000000001,0.2250000000000001,1,0.18500000000000005,0.18500000000000005,-0.040000000000000036,0.29,0.92,0.9195,1,0.000500000000000056,0.000500000000000056,1,-0.6295,0.6295,0.6289999999999999,0.07887500000000003,4,0.16137500000000005,4,-0.07612499999999997,4,0.321125,4,0.15974999999999998,4,0,0,0,0,0
345,3,betting_frame,1,1,0,0,1,2.0,-1,0,41.0,bachelors_degree,1,0,man,1,medicine,full_time,1,0,0,$100_000_$124_999,112500.0,0,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.58,0.63,0.665,1,-0.03500000000000003,0.03500000000000003,1,-0.08500000000000008,0.08500000000000008,0.050000000000000044,0.62,0.65,0.495,1,0.15500000000000003,0.15500000000000003,1,0.125,0.125,-0.030000000000000027,0.19,0.37,0.565,1,-0.19499999999999995,0.19499999999999995,1,-0.37499999999999994,0.37499999999999994,0.18,0.45,0.55,0.9195,1,-0.36949999999999994,0.36949999999999994,1,-0.4695,0.4695,0.10000000000000003,-0.11112499999999997,4,0.188625,4,-0.201125,4,0.263625,4,0.07500000000000001,4,0,0,0,0,0
346,0,control,0,0,0,0,0,1.0,-1,0,44.0,some_college,0,0,man,1,retail,full_time,1,0,0,$60_000_$69_999,65000.0,0,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,1.0,1.0,0.665,1,0.33499999999999996,0.33499999999999996,1,0.33499999999999996,0.33499999999999996,0.0,0.8,0.8,0.495,1,0.30500000000000005,0.30500000000000005,1,0.30500000000000005,0.30500000000000005,0.0,0.6,0.6,0.565,1,0.03500000000000003,0.03500000000000003,1,0.03500000000000003,0.03500000000000003,0.0,0.7,0.7,0.9195,1,-0.21950000000000003,0.21950000000000003,1,-0.21950000000000003,0.21950000000000003,0.0,0.113875,4,0.22362500000000002,4,0.113875,4,0.22362500000000002,4,0.0,4,0,0,0,0,0
347,3,betting_frame,1,1,0,0,1,3.0,-1,0,37.0,high_school,0,0,prefer_not_to_say,0,retail,not_in_paid_work,0,0,0,prefer_not_to_say,65000.0,1,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.67,0.3,0.665,1,-0.36500000000000005,0.36500000000000005,1,0.0050000000000000044,0.0050000000000000044,-0.36000000000000004,0.18,0.26,0.495,1,-0.235,0.235,1,-0.315,0.315,0.08000000000000002,0.25,0.39,0.565,1,-0.17499999999999993,0.17499999999999993,1,-0.31499999999999995,0.31499999999999995,0.14,0.5,0.75,0.9195,1,-0.16949999999999998,0.16949999999999998,1,-0.4195,0.4195,0.25,-0.236125,4,0.236125,4,-0.261125,4,0.263625,4,0.027499999999999997,4,0,0,0,0,0
348,0,control,0,0,0,0,0,1.0,-1,0,40.0,associate_degree,0,0,man,1,marketing_and_sales,business_owner,1,0,0,$40_000_$49_999,45000.0,0,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.5,0.5,0.665,1,-0.16500000000000004,0.16500000000000004,1,-0.16500000000000004,0.16500000000000004,0.0,0.1,0.1,0.495,1,-0.395,0.395,1,-0.395,0.395,0.0,0.8,0.8,0.565,1,0.2350000000000001,0.2350000000000001,1,0.2350000000000001,0.2350000000000001,0.0,0.7,0.7,0.9195,1,-0.21950000000000003,0.21950000000000003,1,-0.21950000000000003,0.21950000000000003,0.0,-0.136125,4,0.25362500000000004,4,-0.136125,4,0.25362500000000004,4,0.0,4,0,0,0,0,0
349,0,control,0,0,0,0,0,7.0,1,1,35.0,some_college,0,0,woman,0,other,student,0,0,0,$125_000_$149_999,137500.0,0,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.69,0.72,0.665,1,0.05499999999999994,0.05499999999999994,1,0.02499999999999991,0.02499999999999991,-0.030000000000000027,0.77,0.68,0.495,1,0.18500000000000005,0.18500000000000005,1,0.275,0.275,0.08999999999999997,0.32,0.26,0.565,1,-0.30499999999999994,0.30499999999999994,1,-0.24499999999999994,0.24499999999999994,-0.06,0.23,0.27,0.9195,1,-0.6495,0.6495,1,-0.6895,0.6895,0.040000000000000036,-0.17862499999999998,4,0.298625,4,-0.15862500000000002,4,0.308625,4,0.009999999999999995,4,0,0,0,0,0
350,0,control,0,0,0,0,0,2.0,-1,0,19.0,high_school,0,0,man,1,prefer_not_to_say,unemployed,0,0,0,$50_000_$59_999,55000.0,0,filipino,0,0,1.0,0,1.0,0,64.0,0,0,0,0,0,0,0,0.66,0.64,0.665,1,-0.025000000000000022,0.025000000000000022,1,-0.0050000000000000044,0.0050000000000000044,-0.020000000000000018,0.29,0.21,0.495,1,-0.28500000000000003,0.28500000000000003,1,-0.20500000000000002,0.20500000000000002,-0.08000000000000002,0.32,0.36,0.565,1,-0.20499999999999996,0.20499999999999996,1,-0.24499999999999994,0.24499999999999994,0.03999999999999998,0.39,0.25,0.9195,1,-0.6695,0.6695,1,-0.5295,0.5295,-0.14,-0.29612499999999997,4,0.29612499999999997,4,-0.24612499999999998,4,0.24612499999999998,4,-0.05000000000000002,4,0,0,0,0,0
351,2,accuracy_incentive,1,1,0,1,0,2.0,-1,0,45.0,high_school,0,0,woman,0,retail,part_time,0,0,0,$10_000_$19_999,15000.0,0,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.71,0.74,0.665,1,0.07499999999999996,0.07499999999999996,1,0.04499999999999993,0.04499999999999993,-0.030000000000000027,0.04,0.27,0.495,1,-0.22499999999999998,0.22499999999999998,1,-0.455,0.455,0.23000000000000004,0.34,0.36,0.565,1,-0.20499999999999996,0.20499999999999996,1,-0.22499999999999992,0.22499999999999992,0.019999999999999962,0.38,0.4,0.9195,1,-0.5195,0.5195,1,-0.5395,0.5395,0.020000000000000018,-0.21862499999999999,4,0.25612499999999994,4,-0.293625,4,0.316125,4,0.06,4,0,0,0,0,0
352,3,betting_frame,1,1,0,0,1,1.0,-1,0,32.0,bachelors_degree,1,0,man,1,,,0,1,0,,65000.0,1,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.5,0.66,0.665,1,-0.0050000000000000044,0.0050000000000000044,1,-0.16500000000000004,0.16500000000000004,0.16000000000000003,0.5,0.5,0.495,1,0.0050000000000000044,0.0050000000000000044,1,0.0050000000000000044,0.0050000000000000044,0.0,0.7,0.8,0.565,1,0.2350000000000001,0.2350000000000001,1,0.135,0.135,-0.10000000000000009,0.75,0.92,0.9195,1,0.000500000000000056,0.000500000000000056,1,-0.16949999999999998,0.16949999999999998,0.16899999999999993,0.05887500000000004,4,0.06137500000000004,4,-0.048625,4,0.11862500000000001,4,0.05724999999999997,4,0,0,0,0,0
353,0,control,0,0,0,0,0,1.0,-1,0,29.0,bachelors_degree,1,0,woman,0,business_management_and_administration,full_time,1,0,1,$70_000_$79_999,75000.0,0,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.85,0.85,0.665,1,0.18499999999999994,0.18499999999999994,1,0.18499999999999994,0.18499999999999994,0.0,0.0,0.0,0.495,1,-0.495,0.495,1,-0.495,0.495,0.0,0.75,0.75,0.565,1,0.18500000000000005,0.18500000000000005,1,0.18500000000000005,0.18500000000000005,0.0,0.4,0.5,0.9195,1,-0.4195,0.4195,1,-0.5195,0.5195,0.09999999999999998,-0.136125,4,0.321125,4,-0.161125,4,0.346125,4,0.024999999999999994,4,0,0,0,0,0
354,2,accuracy_incentive,1,1,0,1,0,1.0,-1,0,36.0,some_college,0,0,woman,0,other,business_owner,1,0,0,prefer_not_to_say,65000.0,1,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.5,0.6,0.665,1,-0.06500000000000006,0.06500000000000006,1,-0.16500000000000004,0.16500000000000004,0.09999999999999998,0.61,0.7,0.495,1,0.20499999999999996,0.20499999999999996,1,0.11499999999999999,0.11499999999999999,-0.08999999999999997,0.7,0.71,0.565,1,0.14500000000000002,0.14500000000000002,1,0.135,0.135,-0.010000000000000009,0.32,0.38,0.9195,1,-0.5395,0.5395,1,-0.5994999999999999,0.5994999999999999,0.05999999999999994,-0.06362500000000001,4,0.238625,4,-0.128625,4,0.253625,4,0.014999999999999986,4,0,0,0,0,0
355,0,control,0,0,0,0,0,1.0,-1,0,50.0,bachelors_degree,1,0,woman,0,marketing_and_sales,part_time,0,0,0,$70_000_$79_999,75000.0,0,white,1,0,0.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.78,0.71,0.665,1,0.04499999999999993,0.04499999999999993,1,0.11499999999999999,0.11499999999999999,0.07000000000000006,0.0,0.08,0.495,1,-0.415,0.415,1,-0.495,0.495,0.08000000000000002,0.73,0.72,0.565,1,0.15500000000000003,0.15500000000000003,1,0.16500000000000004,0.16500000000000004,0.010000000000000009,0.5,0.5,0.9195,1,-0.4195,0.4195,1,-0.4195,0.4195,0.0,-0.15862500000000002,4,0.258625,4,-0.158625,4,0.29862500000000003,4,0.04000000000000002,4,0,0,0,0,0
356,3,betting_frame,1,1,0,0,1,1.0,-1,0,41.0,bachelors_degree,1,0,woman,0,,,0,1,1,,65000.0,1,white,1,0,0.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.32,0.42,0.665,1,-0.24500000000000005,0.24500000000000005,1,-0.34500000000000003,0.34500000000000003,0.09999999999999998,0.11,0.42,0.495,1,-0.07500000000000001,0.07500000000000001,1,-0.385,0.385,0.31,0.5,0.4,0.565,1,-0.16499999999999992,0.16499999999999992,1,-0.06499999999999995,0.06499999999999995,-0.09999999999999998,0.5,0.84,0.9195,1,-0.07950000000000002,0.07950000000000002,1,-0.4195,0.4195,0.33999999999999997,-0.141125,4,0.141125,4,-0.303625,4,0.303625,4,0.16249999999999998,4,0,0,0,0,0
357,1,information_only,1,0,1,0,0,7.0,1,1,27.0,bachelors_degree,1,0,woman,0,,,0,1,1,,65000.0,1,white,1,0,0.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.23,0.54,0.665,1,-0.125,0.125,1,-0.43500000000000005,0.43500000000000005,0.31000000000000005,0.67,0.61,0.495,1,0.11499999999999999,0.11499999999999999,1,0.17500000000000004,0.17500000000000004,0.06000000000000005,0.64,0.57,0.565,1,0.0050000000000000044,0.0050000000000000044,1,0.07500000000000007,0.07500000000000007,0.07000000000000006,0.63,0.83,0.9195,1,-0.08950000000000002,0.08950000000000002,1,-0.2895,0.2895,0.19999999999999996,-0.023625000000000007,4,0.083625,4,-0.11862499999999998,4,0.24362500000000004,4,0.16000000000000003,4,0,0,0,0,0
358,2,accuracy_incentive,1,1,0,1,0,4.0,0,0,34.0,some_college,0,0,woman,0,agriculture_food_and_natural_resources,unemployed,0,0,0,$40_000_$49_999,45000.0,0,white,1,0,0.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.76,0.72,0.665,1,0.05499999999999994,0.05499999999999994,1,0.09499999999999997,0.09499999999999997,0.040000000000000036,0.67,0.51,0.495,1,0.015000000000000013,0.015000000000000013,1,0.17500000000000004,0.17500000000000004,0.16000000000000003,0.65,0.55,0.565,1,-0.014999999999999902,0.014999999999999902,1,0.08500000000000008,0.08500000000000008,0.07000000000000017,0.73,0.92,0.9195,1,0.000500000000000056,0.000500000000000056,1,-0.1895,0.1895,0.18899999999999995,0.013875000000000026,4,0.021374999999999977,4,0.04137500000000002,4,0.13612500000000002,4,0.11475000000000005,4,0,0,0,0,0
359,0,control,0,0,0,0,0,3.0,-1,0,24.0,associate_degree,0,0,woman,0,other,student,0,0,1,$40_000_$49_999,45000.0,0,an_ethnicity_not_listed_here,0,0,0.0,0,0.0,0,100.0,0,1,0,0,0,0,0,0.5,0.5,0.665,1,-0.16500000000000004,0.16500000000000004,1,-0.16500000000000004,0.16500000000000004,0.0,0.38,0.34,0.495,1,-0.15499999999999997,0.15499999999999997,1,-0.11499999999999999,0.11499999999999999,-0.03999999999999998,0.23,0.26,0.565,1,-0.30499999999999994,0.30499999999999994,1,-0.33499999999999996,0.33499999999999996,0.030000000000000027,0.55,0.6,0.9195,1,-0.3195,0.3195,1,-0.36949999999999994,0.36949999999999994,0.04999999999999993,-0.236125,4,0.236125,4,-0.24612499999999998,4,0.24612499999999998,4,0.009999999999999995,4,0,0,0,0,0
